 ,Name,Latitude,Longitude,Country,CountryCode,Status,ReactorType,ReactorModel,ConstructionStartAt,OperationalFrom,OperationalTo,Capacity,LastUpdatedAt,Source,IAEAId,Age
390,Kori-1,35.321,129.295,South Korea,KR,Shutdown,PWR,WH 60,01-08-1972,29-04-1978,18-06-2017,558,2017-09-25T03:19:42+03:00,WNA/IAEA,394,39
394,Kozloduy-1,43.744,23.776,Bulgaria,BG,Shutdown,PWR,VVER V-230,01-04-1970,28-10-1974,31-12-2002,408,2015-05-24T04:50:16+03:00,WNA/IAEA,16,28
395,Kozloduy-2,43.744,23.776,Bulgaria,BG,Shutdown,PWR,VVER V-230,01-04-1970,10-11-1975,31-12-2002,408,2015-05-24T04:50:16+03:00,WNA/IAEA,17,27
396,Kozloduy-3,43.744,23.776,Bulgaria,BG,Shutdown,PWR,VVER V-230,01-10-1973,20-01-1981,31-12-2006,408,2015-05-24T04:50:17+03:00,WNA/IAEA,18,25
397,Kozloduy-4,43.744,23.776,Bulgaria,BG,Shutdown,PWR,VVER V-230,01-10-1973,20-06-1982,31-12-2006,408,2015-05-24T04:50:17+03:00,WNA/IAEA,19,24
401,Kruemmel,53.41,10.41,Germany,DE,Shutdown,BWR,BWR-69,05-04-1974,28-03-1984,06-08-2011,1260,2015-05-24T04:50:44+03:00,WNA/IAEA,94,27
412,Kuosheng-1,25.203,121.662,Taiwan,TW,Shutdown,BWR,BWR-6,19-11-1975,28-12-1981,28-12-2021,948,2022-04-21T20:26:19+03:00,WNA/IAEA,556,40
413,Kuosheng-2,25.203,121.662,Taiwan,TW,Shutdown,BWR,BWR-6,15-03-1976,16-03-1983,15-03-2023,948,2023-08-28T08:01:45+03:00,WNA/IAEA,557,39
414,Kursk-1,51.674,35.607,Russia,RU,Shutdown,LWGR,RBMK-1000,01-06-1972,12-10-1977,19-12-2021,925,2022-09-24T22:33:57+03:00,WNA/IAEA,476,44
418,LaCrosse,43.559,-91.23,United States,US,Shutdown,BWR,,01-03-1963,07-11-1969,30-04-1987,50,2015-05-24T04:51:48+03:00,WNA/IAEA,710,17
423,Latina,41.427,12.808,Italy,IT,Shutdown,GCR,MAGNOX,01-11-1958,01-01-1964,01-12-1987,200,2015-05-24T04:51:26+03:00,WNA/IAEA,318,23
429,Leningrad-1,59.837,29.039,Russia,RU,Shutdown,LWGR,RBMK-1000,01-03-1970,01-11-1974,22-12-2018,925,2019-06-02T20:19:08+03:00,WNA/IAEA,474,44
430,Leningrad-2,59.837,29.039,Russia,RU,Shutdown,LWGR,RBMK-1000,01-06-1970,11-02-1976,10-11-2020,925,2021-01-06T01:19:47+02:00,WNA/IAEA,475,44
441,Lingen,52.483,7.302,Germany,DE,Shutdown,BWR,BWR with fossil fuel-fired superheater,01-10-1964,01-10-1968,05-01-1977,183,2021-02-14T03:47:53+02:00,WNA/IAEA,133,8
446,Lucens,46.693,6.827,Switzerland,CH,Shutdown,HWGCR,HWGCR: 2-loops,01-04-1962,,21-01-1969,6,2015-05-24T04:51:57+03:00,WNA/IAEA,966,69
451,Maine Yankee,43.951,-69.695,United States,US,Shutdown,PWR,,01-10-1968,28-12-1972,01-08-1997,825,2015-05-24T04:51:44+03:00,WNA/IAEA,649,24
454,Mihama-1,35.701,135.962,Japan,JP,Shutdown,PWR,WH 2LP,01-02-1967,28-11-1970,27-04-2015,320,2017-02-10T23:56:29+02:00,WNA/IAEA,366,44
455,Mihama-2,35.701,135.962,Japan,JP,Shutdown,PWR,M (2-loop),29-05-1968,25-07-1972,27-04-2015,470,2015-05-24T04:51:30+03:00,WNA/IAEA,386,42
457,Millstone-1,41.312,-72.166,United States,US,Shutdown,BWR,,01-05-1966,01-03-1971,01-07-1998,660,2015-05-24T04:51:41+03:00,WNA/IAEA,610,27
464,Monju,35.739,135.988,Japan,JP,Shutdown,FBR,,10-05-1986,,,246,2018-03-10T14:51:35+02:00,WNA/IAEA,357,0
466,Muehleberg,46.969,7.266,Switzerland,CH,Shutdown,BWR,BWR-4,01-03-1967,06-11-1972,20-12-2019,306,2020-04-18T04:46:52+03:00,WNA/IAEA,56,47
467,Muelheim-Kaerlich,50.409,7.485,Germany,DE,Shutdown,PWR,PWR,15-01-1975,18-08-1987,09-09-1988,1219,2015-05-24T04:50:45+03:00,WNA/IAEA,96,1
470,Neckarwestheim-1,49.039,9.176,Germany,DE,Shutdown,PWR,PWR,01-02-1972,01-12-1976,06-08-2011,805,2015-05-24T04:50:42+03:00,WNA/IAEA,88,34
471,Neckarwestheim-2,49.039,9.176,Germany,DE,Shutdown,PWR,Konvoi,09-11-1982,15-04-1989,15-04-2023,1225,2023-08-28T08:01:45+03:00,WNA/IAEA,119,33
489,Novovoronezh-1,51.275,39.206,Russia,RU,Shutdown,PWR,VVER V-210,01-07-1957,31-12-1964,16-02-1988,197,2018-07-01T01:21:51+03:00,WNA/IAEA,499,23
490,Novovoronezh-2,51.275,39.206,Russia,RU,Shutdown,PWR,VVER V-365,01-06-1964,14-04-1970,29-08-1990,336,2018-07-01T01:21:53+03:00,WNA/IAEA,513,20
491,Novovoronezh-3,51.275,39.206,Russia,RU,Shutdown,PWR,VVER V-179,01-07-1967,29-06-1972,25-12-2016,385,2017-02-10T23:57:16+02:00,WNA/IAEA,519,44
494,Obrigheim,49.365,9.077,Germany,DE,Shutdown,PWR,,15-03-1965,31-03-1969,11-05-2005,283,2015-05-24T04:50:46+03:00,WNA/IAEA,121,36
498,Ohi-1,35.544,135.652,Japan,JP,Shutdown,PWR,WH 4LP,26-10-1972,27-03-1979,01-03-2018,1120,2019-06-02T20:19:15+03:00,WNA/IAEA,339,38
499,Ohi-2,35.544,135.652,Japan,JP,Shutdown,PWR,WH 4LP,08-12-1972,05-12-1979,01-03-2018,1120,2019-06-02T20:19:18+03:00,WNA/IAEA,343,38
503,Oldbury-A1,51.649,-2.567,United Kingdom,GB,Shutdown,GCR,MAGNOX,01-05-1962,31-12-1967,29-02-2012,300,2015-05-24T04:51:11+03:00,WNA/IAEA,237,44
504,Oldbury-A2,51.649,-2.567,United Kingdom,GB,Shutdown,GCR,MAGNOX,01-05-1962,30-09-1968,30-06-2011,300,2015-05-24T04:51:12+03:00,WNA/IAEA,238,42
509,Onagawa-1,38.4,141.504,Japan,JP,Shutdown,BWR,BWR-4,08-07-1980,01-06-1984,21-12-2018,498,2021-02-14T03:47:53+02:00,WNA/IAEA,347,34
512,Oskarshamn-1,57.415,16.666,Sweden,SE,Shutdown,BWR,AA-I,01-08-1966,06-02-1972,19-06-2017,440,2018-03-10T14:51:55+02:00,WNA/IAEA,534,45
513,Oskarshamn-2,57.415,16.666,Sweden,SE,Shutdown,BWR,AA-II,01-09-1969,01-01-1975,22-12-2016,580,2018-03-10T14:51:56+02:00,WNA/IAEA,535,41
515,Oyster Creek,39.815,-74.208,United States,US,Shutdown,BWR,BWR-2 (Mark 1),15-12-1964,01-12-1969,17-09-2018,650,2018-10-13T22:30:27+03:00,WNA/IAEA,606,48
520,Palisades,42.323,-86.316,United States,US,Shutdown,PWR,CE 2LP (DRYAMB),12-03-1967,,,805,2022-09-24T22:33:57+03:00,WNA/IAEA,616,0
528,Pathfinder,43.603,-96.636,United States,US,Shutdown,BWR,Prototype,01-01-1959,01-08-1966,01-10-1967,59,2017-02-10T23:57:35+02:00,WNA/IAEA,598,1
529,Peach Bottom-1,39.759,-76.27,United States,US,Shutdown,HTGR,,01-02-1962,01-06-1967,01-11-1974,40,2015-05-24T04:51:41+03:00,WNA/IAEA,603,7
538,Phenix,44.142,4.712,France,FR,Shutdown,FBR,PH-250,01-11-1968,14-07-1974,01-02-2010,233,2015-05-24T04:50:50+03:00,WNA/IAEA,162,35
539,Philippsburg-1,49.253,8.432,Germany,DE,Shutdown,BWR,BWR-69,01-10-1970,26-03-1980,06-08-2011,864,2015-05-24T04:50:42+03:00,WNA/IAEA,87,31
540,Philippsburg-2,49.253,8.432,Germany,DE,Shutdown,PWR,PWR,07-07-1977,18-04-1985,31-12-2019,1268,2020-04-18T04:46:52+03:00,WNA/IAEA,98,34
542,Pickering-2,43.812,-79.07,Canada,CA,Shutdown,PHWR,CANDU 500A,01-09-1966,30-12-1971,28-05-2007,508,2015-05-24T04:50:36+03:00,WNA/IAEA,50,35
543,Pickering-3,43.812,-79.07,Canada,CA,Shutdown,PHWR,CANDU 500A,01-12-1967,01-06-1972,31-10-2008,508,2015-05-24T04:50:36+03:00,WNA/IAEA,51,36
549,Pilgrim-1,41.945,-70.578,United States,US,Shutdown,BWR,BWR-3 (Mark 1),26-08-1968,01-12-1972,31-05-2019,655,22-11-2019,WNA/IAEA,639,46
550,Piqua,40.132222,-84.234722,United States,US,Shutdown,OCR,OCM (Organically Cooled and Moderated Reactor),01-01-1960,01-11-1963,01-01-1966,11,2015-05-24T04:54:13+03:00,IAEA,894,2
575,Rancho Seco-1,38.345,-121.12,United States,US,Shutdown,PWR,PWR,01-04-1969,17-04-1975,07-06-1989,918,2022-04-21T20:26:19+03:00,WNA/IAEA,651,14
576,Rheinsberg,53.147,12.991,Germany,DE,Shutdown,PWR,VVER-70,01-01-1960,11-10-1966,01-06-1990,62,2015-05-24T04:50:47+03:00,WNA/IAEA,122,23
577,Ringhals-1,57.259,12.111,Sweden,SE,Shutdown,BWR,AA-I,01-02-1969,01-01-1976,31-12-2020,881,2021-02-14T03:47:53+02:00,WNA/IAEA,536,44
578,Ringhals-2,57.259,12.111,Sweden,SE,Shutdown,PWR,WH 3LP,01-10-1970,01-05-1975,31-12-2019,820,2020-04-18T04:46:52+03:00,WNA/IAEA,537,44
582,Rolphton NPD,46.201,-77.705,Canada,CA,Shutdown,PHWR,CANDU,01-01-1958,01-10-1962,01-08-1987,17,2015-05-24T04:50:20+03:00,WNA/IAEA,29,24
593,San Onofre-1,33.368,-117.556,United States,US,Shutdown,PWR,PWR,01-05-1964,01-01-1968,30-11-1992,436,2022-04-21T20:26:19+03:00,WNA/IAEA,604,24
594,San Onofre-2,33.368,-117.556,United States,US,Shutdown,PWR,CE (2-loop) DRYAMB,01-03-1974,08-08-1983,07-06-2013,1070,2015-05-24T04:54:11+03:00,WNA/IAEA,683,29
595,San Onofre-3,33.368,-117.556,United States,US,Shutdown,PWR,CE (2-loop) DRYAMB,01-03-1974,01-04-1984,07-06-2013,1070,2015-05-24T04:54:11+03:00,WNA/IAEA,684,29
602,Santa Maria de Garona,42.775,-3.205,Spain,ES,Shutdown,BWR,BWR-3,01-09-1966,11-05-1971,02-08-2017,440,2017-09-25T03:19:35+03:00,WNA/IAEA,149,46
603,Saxton,40.226944,-78.241944,United States,US,Shutdown,PWR,25,01-01-1960,,,3,2022-04-21T20:26:19+03:00,IAEA,892,0
619,Shimane-1,35.537,132.999,Japan,JP,Shutdown,BWR,BWR-3,02-07-1970,29-03-1974,30-04-2015,439,2015-05-24T04:51:30+03:00,WNA/IAEA,387,41
632,Shippingport,40.63,-80.417778,United States,US,Shutdown,PWR,PLWBR,01-01-1954,26-05-1958,01-10-1982,60,2015-05-24T04:51:54+03:00,IAEA,890,24
633,Shoreham,40.96,-72.866,United States,US,Shutdown,BWR,BWR,01-11-1972,,,809,2022-04-21T20:26:19+03:00,WNA/IAEA,659,0
638,Sizewell-A1,52.212,1.621,United Kingdom,GB,Shutdown,GCR,MAGNOX,01-04-1961,25-03-1966,31-12-2006,290,2015-05-24T04:51:10+03:00,WNA/IAEA,235,40
639,Sizewell-A2,52.212,1.621,United Kingdom,GB,Shutdown,GCR,MAGNOX,01-04-1961,15-09-1966,31-12-2006,290,2015-05-24T04:51:11+03:00,WNA/IAEA,236,40
654,St. Laurent-A1,47.724,1.582,France,FR,Shutdown,GCR,UNGG,01-10-1963,01-06-1969,18-04-1990,480,2015-05-24T04:51:06+03:00,WNA/IAEA,225,20
655,St. Laurent-A2,47.724,1.582,France,FR,Shutdown,GCR,UNGG,01-01-1966,01-11-1971,27-05-1992,515,2015-05-24T04:51:07+03:00,WNA/IAEA,229,20
660,Stade,53.62,9.53,Germany,DE,Shutdown,PWR,,01-12-1967,19-05-1972,14-11-2003,630,2015-05-24T04:50:42+03:00,WNA/IAEA,83,31
664,Super-Phenix,45.76,5.474,France,FR,Shutdown,FBR,Na-1200,13-12-1976,01-12-1986,31-12-1998,1200,2015-05-24T04:50:53+03:00,WNA/IAEA,178,12
685,Three Mile Island-1,40.154,-76.727,United States,US,Shutdown,PWR,B&W LLP (DRYAMB),18-05-1968,02-09-1974,20-09-2019,819,22-11-2019,WNA/IAEA,637,45
686,Three Mile Island-2,40.154,-76.727,United States,US,Shutdown,PWR,PWR,01-11-1969,30-12-1978,28-03-1979,906,2022-04-21T20:26:19+03:00,WNA/IAEA,657,0
687,THTR-300,51.68,7.972,Germany,DE,Shutdown,HTGR,Pebble bed reactor,03-05-1971,01-06-1987,29-09-1988,296,2015-05-24T04:54:05+03:00,WNA/IAEA,92,1
695,Tihange-2,50.533,5.271,Belgium,BE,Shutdown,PWR,WH 3LP,01-04-1976,01-06-1983,01-02-2023,900,2023-08-28T08:01:45+03:00,WNA/IAEA,13,39
697,Tokai-1,36.466,140.612,Japan,JP,Shutdown,GCR,MAGNOX,01-03-1961,25-07-1966,31-03-1998,159,2015-05-24T04:51:27+03:00,WNA/IAEA,344,31
704,Trawsfynydd-1,52.923,-3.947,United Kingdom,GB,Shutdown,GCR,MAGNOX,01-07-1959,24-03-1965,06-02-1991,250,2015-05-24T04:51:20+03:00,WNA/IAEA,273,25
705,Trawsfynydd-2,52.922,-3.947,United Kingdom,GB,Shutdown,GCR,MAGNOX,01-07-1959,24-03-1965,04-02-1991,250,2015-05-24T04:51:20+03:00,WNA/IAEA,274,25
712,Trojan,46.04,-122.887,United States,US,Shutdown,PWR,,01-02-1970,20-05-1976,09-11-1992,1130,2015-05-24T04:51:47+03:00,WNA/IAEA,675,16
713,Tsuruga-1,35.672,136.079,Japan,JP,Shutdown,BWR,BWR-2,24-11-1966,14-03-1970,27-04-2015,341,2015-05-24T04:51:28+03:00,WNA/IAEA,355,45
725,Unterweser,53.429,8.477,Germany,DE,Shutdown,PWR,PWR,01-07-1972,06-09-1979,06-08-2011,1230,2015-05-24T04:50:42+03:00,WNA/IAEA,90,31
726,Vandellos-1,40.949,0.867,Spain,ES,Shutdown,GCR,,21-06-1968,02-08-1972,31-07-1990,480,2015-05-24T04:50:49+03:00,WNA/IAEA,150,17
728,Vermont Yankee,42.779,-72.514,United States,US,Shutdown,BWR,BWR-4 (Mark 1),11-12-1967,30-11-1972,29-12-2014,514,2015-05-24T04:51:42+03:00,WNA/IAEA,626,42
738,Windscale AGR,54.426,-3.505,United Kingdom,GB,Shutdown,GCR,AGR,01-11-1958,01-03-1963,03-04-1981,32,2015-05-24T04:51:19+03:00,WNA/IAEA,268,18
739,Winfrith SGHWR,50.68,-2.272,United Kingdom,GB,Shutdown,SGHWR,,01-05-1963,01-01-1968,11-09-1990,92,2015-05-24T04:51:12+03:00,WNA/IAEA,239,22
741,Wolsong-1,35.71,129.476,South Korea,KR,Shutdown,PHWR,CANDU 6,30-10-1977,22-04-1983,24-12-2019,629,2020-04-18T04:46:52+03:00,WNA/IAEA,407,36
747,Wuergassen,51.639,9.393,Germany,DE,Shutdown,BWR,,26-01-1968,11-11-1975,26-08-1994,640,2015-05-24T04:50:48+03:00,WNA/IAEA,136,18
750,Wylfa-1,53.416,-4.48,United Kingdom,GB,Shutdown,GCR,MAGNOX,01-09-1963,01-11-1971,30-12-2015,550,2016-03-09T18:43:09+02:00,WNA/IAEA,240,44
751,Wylfa-2,53.416,-4.48,United Kingdom,GB,Shutdown,GCR,MAGNOX,01-09-1963,03-01-1972,25-04-2012,550,2015-05-24T04:51:13+03:00,WNA/IAEA,241,40
764,Yankee Rowe,42.728,-72.929,United States,US,Shutdown,PWR,PWR,01-11-1957,01-07-1961,01-10-1991,175,2015-05-24T04:51:43+03:00,WNA/IAEA,638,30
778,Zion-1,42.446,-87.801,United States,US,Shutdown,PWR,WH 4LP,01-12-1968,31-12-1973,13-02-1998,1040,2017-02-10T23:58:20+02:00,WNA/IAEA,640,24
779,Zion-2,42.446,-87.801,United States,US,Shutdown,PWR,WH 4LP,01-12-1968,17-09-1974,13-02-1998,1040,2017-02-10T23:58:24+02:00,WNA/IAEA,646,23
124,Cernavoda-3,44.322,28.061,Romania,RO,Suspended Construction,PHWR,,09-02-1984,,,655,2021-02-14T00:59:00+02:00,WNA/IAEA/Wikipedia,,0
447,Lungmen-1,25.038,121.924,Taiwan,TW,Suspended Construction,BWR,ABWR,31-03-1999,,,1300,2021-02-04T04:51:39+02:00,WNA/IAEA,560,0
448,Lungmen-2,25.038,121.924,Taiwan,TW,Suspended Construction,BWR,ABWR,30-08-1999,,,1300,2021-02-04T04:51:39+02:00,WNA/IAEA,561,0
662,Summer-2,34.295833,-81.320278,United States,US,Suspended Construction,PWR,AP-1000,09-03-2013,,,1117,2018-03-10T14:56:12+02:00,IAEA,1038,0
663,Summer-3,34.295833,-81.320278,United States,US,Suspended Construction,PWR,AP-1000,02-11-2013,,,1117,2018-03-10T14:56:13+02:00,IAEA,1039,0
795,Cernavoda-4,44.322,28.061,Romania,RO,Suspended Construction,PHWR,,15-08-1985,,,655,2021-02-14T01:00:00+02:00,IAEA/Wikipedia,,0
284,Hamaoka-3,34.621,138.141,Japan,JP,Suspended Operation,BWR,BWR-5,18-04-1983,28-08-1987,,1056,2022-12-30T02:07:18+02:00,WNA/IAEA,362,-88
285,Hamaoka-4,34.621,138.141,Japan,JP,Suspended Operation,BWR,BWR-5,13-10-1989,03-09-1993,,1092,2022-12-30T02:07:18+02:00,WNA/IAEA,376,-94
286,Hamaoka-5,34.621,138.141,Japan,JP,Suspended Operation,BWR,ABWR,12-07-2000,18-01-2005,,1325,2022-12-30T02:07:18+02:00,WNA/IAEA,843,-106
308,Higashi Dori-1 (Tohoku),41.188,141.393,Japan,JP,Suspended Operation,BWR,BWR-5,07-11-2000,08-12-2005,,1067,2022-12-30T02:21:21+02:00,WNA/IAEA,841,-106
365,Kalpakkam-1 (Madras-1 / MAPS1),12.553,80.174,India,IN,Suspended Operation,PHWR,Horizontal Pressure Tube type,01-01-1971,27-01-1984,,202,2023-08-28T08:01:45+03:00,WNA/IAEA,304,-85
371,Kashiwazaki Kariwa-1,37.434,138.598,Japan,JP,Suspended Operation,BWR,BWR-5,05-06-1980,18-09-1985,,1067,2022-09-24T22:33:57+03:00,WNA/IAEA,359,-86
372,Kashiwazaki Kariwa-2,37.434,138.598,Japan,JP,Suspended Operation,BWR,BWR-5,18-11-1985,28-09-1990,,1067,2022-09-24T22:33:57+03:00,WNA/IAEA,365,-91
373,Kashiwazaki Kariwa-3,37.434,138.598,Japan,JP,Suspended Operation,BWR,BWR-5,07-03-1989,11-08-1993,,1067,2022-09-24T22:33:57+03:00,WNA/IAEA,380,-94
374,Kashiwazaki Kariwa-4,37.434,138.598,Japan,JP,Suspended Operation,BWR,BWR-5,05-03-1990,11-08-1994,,1067,2022-09-24T22:33:57+03:00,WNA/IAEA,381,-95
375,Kashiwazaki Kariwa-5,37.434,138.598,Japan,JP,Suspended Operation,BWR,BWR-5,20-06-1985,10-04-1990,,1067,2022-09-24T22:33:57+03:00,WNA/IAEA,367,-91
376,Kashiwazaki Kariwa-6,37.434,138.598,Japan,JP,Suspended Operation,BWR,ABWR,03-11-1992,07-11-1996,,1315,2023-08-28T08:01:45+03:00,WNA/IAEA,383,-97
377,Kashiwazaki Kariwa-7,37.434,138.598,Japan,JP,Suspended Operation,BWR,ABWR,01-07-1993,02-07-1997,,1315,2023-08-28T08:01:45+03:00,WNA/IAEA,384,-98
510,Onagawa-2,38.4,141.504,Japan,JP,Suspended Operation,BWR,BWR-5,12-04-1991,28-07-1995,,796,2023-08-28T08:01:45+03:00,WNA/IAEA,382,-96
511,Onagawa-3,38.4,141.504,Japan,JP,Suspended Operation,BWR,BWR-5,23-01-1998,30-01-2002,,796,2022-12-30T02:21:21+02:00,WNA/IAEA,385,-103
567,Rajasthan-1,24.876,75.608,India,IN,Suspended Operation,PHWR,Horizontal Pressure Tube type,01-08-1965,16-12-1973,,207,2022-09-24T22:33:57+03:00,WNA/IAEA,302,-74
617,Shika-1,37.061,136.728,Japan,JP,Suspended Operation,BWR,BWR-5,01-07-1989,30-07-1993,,505,2022-12-30T02:24:37+02:00,WNA/IAEA,375,-94
618,Shika-2,37.061,136.728,Japan,JP,Suspended Operation,BWR,ABWR,20-08-2001,15-03-2006,,1304,2022-12-30T02:24:37+02:00,WNA/IAEA,842,-107
620,Shimane-2,35.537,132.999,Japan,JP,Suspended Operation,BWR,BWR-5,02-02-1985,10-02-1989,,789,2023-08-28T08:01:45+03:00,WNA/IAEA,368,-90
671,Takahama-1,35.52,135.503,Japan,JP,Suspended Operation,PWR,M (3-loop),25-04-1970,14-11-1974,,780,2023-08-28T08:01:45+03:00,WNA/IAEA,388,-75
672,Takahama-2,35.52,135.503,Japan,JP,Suspended Operation,PWR,M (3-loop),09-03-1971,14-11-1975,,780,2023-08-28T08:01:45+03:00,WNA/IAEA,337,-76
679,Tarapur-1,19.834,72.657,India,IN,Suspended Operation,BWR,BWR-1 (Mark 2),01-10-1964,28-10-1969,,200,2023-08-28T08:01:45+03:00,WNA/IAEA,285,-70
680,Tarapur-2,19.834,72.657,India,IN,Suspended Operation,BWR,BWR-1 (Mark 2),01-10-1964,28-10-1969,,200,2023-08-28T08:01:45+03:00,WNA/IAEA,296,-70
698,Tokai-2,36.466,140.612,Japan,JP,Suspended Operation,BWR,BWR-5,03-10-1973,28-11-1978,,1056,2023-08-28T08:01:45+03:00,WNA/IAEA,346,-79
699,Tomari-1,43.038,140.515,Japan,JP,Suspended Operation,PWR,M (2-loop),18-04-1985,22-06-1989,,550,2022-09-24T22:33:57+03:00,WNA/IAEA,370,-90
700,Tomari-2,43.038,140.515,Japan,JP,Suspended Operation,PWR,M (2-loop),13-06-1985,12-04-1991,,550,2022-09-24T22:33:57+03:00,WNA/IAEA,371,-92
701,Tomari-3,43.038,140.515,Japan,JP,Suspended Operation,PWR,M (3-loop),18-11-2004,22-12-2009,,866,2022-09-24T22:33:57+03:00,WNA/IAEA,856,-110
714,Tsuruga-2,35.672,136.079,Japan,JP,Suspended Operation,PWR,M (4-loop),06-11-1982,17-02-1987,,1115,2022-12-30T02:24:37+02:00,WNA/IAEA,360,-88
6,Akkuyu-1,36.144444,33.541111,Türkiye,TR,Under Construction,PWR,VVER V-509,03-04-2018,,,1114,2018-07-01T01:21:08+03:00,WNA/Wikipedia/IAEA,553,0
7,Akkuyu-2,36.144444,33.541111,Türkiye,TR,Under Construction,PWR,VVER V-509,08-04-2020,,,1114,2020-08-31T01:39:56+03:00,Wikipedia/IAEA,1080,0
8,Akkuyu-3,36.144444,33.541111,Türkiye,TR,Under Construction,PWR,VVER V-509,10-03-2021,,,1114,2021-04-20T02:47:37+03:00,Wikipedia/IAEA,1081,0
9,Akkuyu-4,36.144444,33.541111,Türkiye,TR,Under Construction,PWR,VVER V-509,21-07-2022,,,1114,2022-09-24T22:33:57+03:00,Wikipedia/IAEA,1082,0
15,Angra-3,-23.01,-44.47,Brazil,BR,Under Construction,PWR,PRE KONVOI,30-05-2010,,,1340,2023-08-28T08:01:45+03:00,WNA/IAEA,26,0
30,Baltic-1,54.939,22.162,Russia,RU,Under Construction,PWR,VVER V-491,22-02-2012,,,1109,2015-05-24T04:51:57+03:00,WNA/IAEA,968,0
100,Bushehr-2,28.8287,50.8895,Iran,IR,Under Construction,PWR,V-528 VVER-1000 AES-92 GIII+,27-09-2019,,,974,2020-04-18T04:46:52+03:00,WNA/IAEA,311,0
113,CAREM25,-33.966667,-59.211111,Argentina,AR,Under Construction,PWR,CAREM Prototype (Integrated-PWR),25-08-2015,,,25,2022-04-21T20:26:19+03:00,IAEA,1055,0
201,El Dabaa-1,31.044167,28.497778,Egypt,EG,Under Construction,PWR,VVER-1200,20-07-2022,,,1100,2023-08-28T08:01:45+03:00,WNA/IAEA/Wikipedia,137,0
220,Flamanville-3,49.537,-1.881,France,FR,Under Construction,PWR,EPR,03-12-2007,,,1630,2015-05-24T04:51:51+03:00,WNA/IAEA,873,0
279,Haiyang-3,36.704,121.382,China,CN,Under Construction,PWR,CAP1000,07-07-2022,,,1161,2022-09-24T22:33:57+03:00,WNA/IAEA,993,0
280,Haiyang-4,36.704,121.382,China,CN,Under Construction,PWR,CAP1000,22-04-2023,,,1161,2023-08-28T08:01:45+03:00,WNA/IAEA,994,0
316,Hinkley Point-C1,51.2087,-3.1305,United Kingdom,GB,Under Construction,PWR,EPR-1750,11-12-2018,,,1630,2019-06-02T20:18:41+03:00,WNA/IAEA,1072,0
317,Hinkley Point-C2,51.2087,-3.1305,United Kingdom,GB,Under Construction,PWR,EPR-1750,12-12-2019,,,1630,2020-04-18T04:46:52+03:00,WNA/IAEA,1073,0
359,Kakrapar-4,21.236,73.351,India,IN,Under Construction,PHWR,PHWR-700,22-11-2010,,,630,2015-05-24T04:51:57+03:00,WNA/IAEA,987,0
364,Kalpakkam (PFBR),12.553,80.174,India,IN,Under Construction,FBR,Prototype,23-10-2004,,,470,2015-05-24T04:51:50+03:00,WNA/IAEA,859,0
381,Khmelnitski-3,50.303056,26.642778,Ukraine,UA,Under Construction,PWR,VVER,01-03-1986,,,1035,2017-09-25T03:20:02+03:00,IAEA,581,0
382,Khmelnitski-4,50.303056,26.642778,Ukraine,UA,Under Construction,PWR,VVER,01-02-1987,,,1035,2017-09-25T03:20:09+03:00,IAEA,582,0
404,Kudankulam-3,8.16705,77.708,India,IN,Under Construction,PWR,VVER V-412,29-06-2017,,,917,2017-09-25T03:20:58+03:00,WNA/IAEA,1059,0
405,Kudankulam-4,8.16666,77.708,India,IN,Under Construction,PWR,VVER V-412,23-10-2017,,,917,2018-07-01T01:21:38+03:00,WNA/IAEA,1060,0
406,Kudankulam-5,8.16627,77.708,India,IN,Under Construction,PWR,VVERV412,29-06-2021,,,917,2022-09-24T22:33:57+03:00,WNA/IAEA,1108,0
407,Kudankulam-6,8.16588,77.708,India,IN,Under Construction,PWR,VVERV412,20-12-2021,,,917,2022-09-24T22:33:57+03:00,WNA/IAEA,1109,0
463,Mochovce-4,48.261,18.455,Slovakia,SK,Under Construction,PWR,VVER V-213,27-01-1987,,,440,2015-05-24T04:51:38+03:00,WNA/IAEA,545,0
502,Ohma,41.507,140.909,Japan,JP,Under Construction,BWR,ABWR,07-05-2010,,,1328,2017-02-10T23:59:23+02:00,WNA/IAEA,867,0
573,Rajasthan-7,24.876,75.608,India,IN,Under Construction,PHWR,Horizontal Pressure Tube type,18-07-2011,,,630,2015-05-24T04:54:06+03:00,WNA/IAEA,298,0
574,Rajasthan-8,24.876,75.608,India,IN,Under Construction,PHWR,Horizontal Pressure Tube type,30-09-2011,,,630,2015-05-24T04:54:06+03:00,WNA/IAEA,299,0
598,Sanmen-3,29.101111,121.651944,China,CN,Under Construction,PWR,CAP1000,28-06-2022,,,1163,2022-09-24T22:33:57+03:00,WNA/IAEA,995,0
599,Sanmen-4,29.101111,121.656944,China,CN,Under Construction,PWR,CAP1000,22-03-2023,,,1163,2023-08-28T08:01:45+03:00,WNA/IAEA,996,0
621,Shimane-3,35.537,132.999,Japan,JP,Under Construction,BWR,ABWR,24-10-2006,,,1325,2021-02-14T03:47:53+02:00,WNA/IAEA,862,0
625,Shin-Hanul-2,37.083889,129.391667,South Korea,KR,Under Construction,PWR,APR-1400,19-06-2013,,,1340,2015-05-24T04:51:53+03:00,IAEA,888,0
630,Saeul-3,35.327,129.302,South Korea,KR,Under Construction,PWR,APR-1400,01-04-2017,,,1340,2022-12-30T01:45:43+02:00,WNA/Wikipedia/IAEA,1074,0
